Timestamp,Node,N,NPerNode,Time_sec,Memory_kB
2026-01-23T00:43:59-05:00,c18-02,131328,36,   00:00:38    0.01      0.64      38.23 % HH:MM:SS=hours=minutes=seconds,Overall usage:         141938416 kB
2026-01-23T01:06:06-05:00,c18-01,131328,24,   00:00:57    0.02      0.95      57.06 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139662996 kB
2026-01-23T01:07:16-05:00,c18-01,131328,36,   00:00:38    0.01      0.64      38.26 % HH:MM:SS=hours=minutes=seconds,Overall usage:         142342436 kB
2026-01-23T03:00:44-05:00,c24-46,131328,12,   00:00:23    0.01      0.39      23.21 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136954704 kB
2026-01-23T03:00:46-05:00,c24-47,131328,12,   00:00:22    0.01      0.36      21.60 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136953712 kB
2026-01-23T03:00:46-05:00,c24-11,131328,12,   00:00:23    0.01      0.39      23.15 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136946680 kB
2026-01-23T03:00:53-05:00,c24-52,131328,12,   00:00:31    0.01      0.51      30.66 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136942620 kB
2026-01-23T03:01:05-05:00,c24-52,131328,24,   00:00:17    0.00      0.28      16.61 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139194968 kB
2026-01-23T03:01:05-05:00,c24-46,131328,24,   00:00:18    0.00      0.29      17.65 % HH:MM:SS=hours=minutes=seconds,Overall usage:         139220824 kB
2026-01-23T03:01:13-05:00,c24-19,131328,12,   00:00:23    0.01      0.38      23.08 % HH:MM:SS=hours=minutes=seconds,Overall usage:         136947712 kB
